chapter_id,chapter_name,character,is_main_character,text,line_index,topic,topic_prob,sentiment_label,sentiment_score,sentiment
2j,Entanglement,Alyx,True,Dr. Kliener let us out!,425,1,1.0,neutral,0.5864759087562561,neutral
2j,Entanglement,Dr. Kleiner,True,Aylx? Gordon? My god how did you get here and when?,426,3,0.28625357578525407,negative,0.6244786977767944,negative
2j,Entanglement,Alyx,True,What is wrong?,427,7,0.1967318512750907,negative,0.6692633032798767,negative
2j,Entanglement,Dr. Kleiner,True,"My dear, I had given up hope of ever seeing you again.",428,0,1.0,negative,0.8540575504302979,negative
2j,Entanglement,Alyx,True,I was thinking the same. I think the teleport exploded just as we made it out.,429,2,1.0,neutral,0.528050422668457,neutral
2j,Entanglement,Dr. Kleiner,True,Indeed it did. And the repercussions were felt far and wide.. but that was over a week ago.,430,6,0.2409303410852203,negative,0.7777736783027649,negative
2j,Entanglement,Alyx,True,What do you mean? Gordon and I were just there a minute ago.,431,3,0.312129015755879,neutral,0.8820453882217407,neutral
2j,Entanglement,Dr. Kleiner,True,Fascinating. We seem to have developed a slow teleport. This suggests an entirely new line of investigation.,432,2,1.0,positive,0.7062888145446777,positive
2j,Entanglement,Alyx,True,A week..? Then what have we missed?,433,6,0.5025069824086124,neutral,0.6082028150558472,neutral
2j,Entanglement,Dr. Kleiner,True,A great deal my dear. The blow you struck at Nova Prospekt was taken as a signal to start the uprising.,434,2,1.0,positive,0.8246325850486755,positive
2j,Entanglement,Alyx,True,But what about my father?,435,0,1.0,neutral,0.7566311359405518,neutral
2j,Entanglement,Dr. Kleiner,True,Well.. that is most disturbing. According to the vorigaunts he is a prisoner at the citadel.,436,2,1.0,negative,0.9034242033958435,negative
2j,Entanglement,Alyx,True,We have got to get my father out.,437,0,0.47130144750393405,negative,0.698290228843689,negative
2j,Entanglement,Dr. Kleiner,True,Barney has been leading a push with that very aim in mind. And another of your friends arrived several days ago.,438,5,0.5413991511080356,neutral,0.6760907769203186,neutral
2j,Entanglement,Alyx,True,Dog! You made it!,439,0,1.0,positive,0.9543574452400208,positive
2j,Entanglement,Dr. Kleiner,True,So there. You see? Its not all hopeless.,440,-1,0.06680051338926804,neutral,0.5401646494865417,neutral
2j,Entanglement,Alyx,True,I wish I shared your optimism doctor.,441,1,0.36451139778433117,positive,0.6123330593109131,positive
2j,Entanglement,Barney,True,Doc come in.. are you there?,442,1,1.0,neutral,0.9322868585586548,neutral
2j,Entanglement,Dr. Kleiner,True,Yes barney and I am no longer alone. Alyx and Gordon have just arrived.,443,5,0.26533447913088953,neutral,0.5455276966094971,neutral
2j,Entanglement,Barney,True,"Well man thats good news, I almost gave you guys up for lost. We are going to set up a staging area for the attack on the citadel.",444,2,0.5809766853910097,positive,0.8666367530822754,positive
2j,Entanglement,Alyx,True,Gordon and dog can head your way. I want to get Dr. Kliener somewhere safer.,445,3,0.14482952308341338,neutral,0.6124178767204285,neutral
2j,Entanglement,Barney,True,I will take all the help I can get. Oh crap! Incoming!,446,-1,0.05216201180788369,negative,0.4546290636062622,negative
2j,Entanglement,Barney,True,Get going!,447,0,0.4707080259775436,positive,0.5439832210540771,positive
2j,Entanglement,Anti,False,Citizen One,448,0,1.0,neutral,0.832388162612915,neutral
2j,Entanglement,Resistance,False,"Well Gordon Freeman, and about time to",449,1,0.5775647267068238,positive,0.5001124739646912,positive
2j,Entanglement,Resistance,False,Gordon you are here!,450,3,0.39709828046083856,positive,0.6863253712654114,positive
2j,Entanglement,Resistance,False,Dr. Freeman we are coming with you,451,1,0.42097201032370557,neutral,0.5702335238456726,neutral
2j,Entanglement,Resistance,False,"Gordon Freeman? It is you isnt it! Give me a minute, Im gonna plant some charges and blow this open.",452,1,1.0,negative,0.820364773273468,negative
2j,Entanglement,Resistance,False,Looks nasty in there! Good thing you have that suit!,453,-1,0.04676915309201181,negative,0.8654178977012634,negative
2j,Entanglement,Resistance,False,"I see you made it through okay, I figured you would.",454,-1,0.13177824964393578,positive,0.8372730016708374,positive
2j,Entanglement,Resistance,False,Dr. Freeman? It is not safe here anymore. They are shelling the hell out of us. I will send word you are coming up ahead. Keep moving.,455,1,0.39096542387929606,negative,0.8622549772262573,negative
2j,Entanglement,Alyx,True,"Gordon! I had a feeling I would find you here. I have got Dr. Kliener in a safe spot. Now we can join up with Barney. There is a command center downstairs, I am hoping to find information on generator locations. Ready? Lets go.",456,-1,0.026737155068996397,positive,0.8139021396636963,positive
2j,Entanglement,Alyx,True,"Well we are in luck, there is a generator in the square outside. We are trying to disable as many as we can to loosen the combines grip on the city. It will take me a few minutes to expose the core, then I will need you to hit it with a burst from the gravity gun. In the meantime watch my back.",457,2,1.0,neutral,0.48847246170043945,neutral
2j,Entanglement,Alyx,True,"This should not take too long. As soon as it is down, I will open that gate and we can get out of here.",458,0,1.0,neutral,0.651358425617218,neutral
2j,Entanglement,Alyx,True,Ok the core is exposed. Use the gravity gun Gordon!,459,4,0.12811856551851977,neutral,0.6189849376678467,neutral
2j,Entanglement,Alyx,True,"All right, I am opening the gate.",460,0,0.3229480152848293,neutral,0.5891759991645813,neutral
2j,Entanglement,Alyx,True,"Ok, Barney should be on the far side of that...canal. Well there used to be a bridge here. Let me see if I can scout a new path. Ah! Wait for me here.",461,5,0.09828972153614036,neutral,0.6853511333465576,neutral
2j,Entanglement,Alyx,True,Hey! Looks like we might be able to get through down there! Lets head that way!,462,-1,0.30684885344901264,positive,0.9252138733863831,positive
2j,Entanglement,Alyx,True,Ah! No! Gordon! Run! Get out of here!,463,3,1.0,negative,0.822161078453064,negative
2l,Follow Freeman!,Resistance,False,"Dr. Freeman! Barney said you were on your way. We got split up by snipers, and he is pinned down in a warehouse up ahead. Go ahead, he is relying on you.",464,-1,0.11725690562636522,neutral,0.5820844769477844,neutral
2l,Follow Freeman!,Resistance,False,"Help! Is somebody up there? Help! Help me! We thought we would be safer down here. Little did we know the place was infested. The rest of them headed upstairs, took their chances with the snipers. I guess they are still up there.",465,2,1.0,negative,0.6782311201095581,negative
2l,Follow Freeman!,Barney,True,"Over here! Gordon I cant move, these snipers have got me pinned down. Gordon lob a couple grenades, that will clear them out.",466,3,0.2914939128746438,negative,0.8565912246704102,negative
2l,Follow Freeman!,Barney,True,"Alright, thanks Gordon, now lets clear out of here.",467,3,0.4005419047025104,neutral,0.5751928687095642,neutral
2l,Follow Freeman!,Barney,True,Let me get this gate. My Civil Protection status still gives me limited clearance. Did you hear a cat just now? That damn thing haunts me.,468,0,0.5683878937664402,negative,0.9148849844932556,negative
2l,Follow Freeman!,Barney,True,"There is an old building up ahead. A bank or museum or something like that. Whatever the hell it used to be, now it is a nexus for Overwatch in City 17. It is the main source of pain for this part of town, thanks to a huge suppression device that rains down hell from the roof of the place.",469,2,1.0,negative,0.9078315496444702,negative
2l,Follow Freeman!,Barney,True,"There it is, the Overwatch nexus. Looks like they are mobilizing",470,2,0.42328794179945184,positive,0.5833492875099182,positive
2l,Follow Freeman!,Big,False,"time. You can sort of see the gate from here. I will show you when we get to street level. We have to get into that building to open the gate. Even then the suppression device will, suppress anyone who tries to come through unless we shut it down.",471,0,0.17718437364749046,neutral,0.911099910736084,neutral
2l,Follow Freeman!,Barney,True,So much for stealth. We have been spotted!,472,2,1.0,neutral,0.4278641939163208,neutral
2l,Follow Freeman!,Barney,True,There is the gate I was telling you about. We have to come back here after we get it open. If we get it open. First we gotta get into the nexus building.,473,0,1.0,neutral,0.9102008938789368,neutral
2l,Follow Freeman!,Barney,True,"Uh-oh, turrets. You have the HEV suit, you deal with them. Then I will open the door.",474,-1,0.17162089986353074,neutral,0.8135841488838196,neutral
2l,Follow Freeman!,Barney,True,"Wow, with that much security there must be something good in there. Go for it doc. I will wait here until you shut I down.",475,2,0.3111766785935893,positive,0.8502268195152283,positive
2l,Follow Freeman!,Barney,True,"Ah here it is, roof access. I am going to stay here and help other resistance members come through.",476,2,1.0,neutral,0.5056785345077515,neutral
2l,Follow Freeman!,Resistance,False,"Dr. Freeman! Since you shut off the suppressor and opened the gate, we can really move people through now. The combine is really going to feel the squeeze! We dropped a crate of rockets across the plaza. If you can make it there you can take down the striders.",477,2,1.0,positive,0.6566083431243896,positive
2l,Follow Freeman!,Barney,True,Dog! Here boy! Dog come back here! Damn it all! Gordon! Hey help me out here!,478,3,0.3982710434862521,negative,0.5621482729911804,negative
2l,Follow Freeman!,Barney,True,"Dog came crashing through the plaza, knocking over walls, I think he is looking for Alyx. He seems to have it set in his mind that she is in the citadel. I figured Alyx would not want him getting into any deeper trouble but hell, you try stopping him.",479,4,1.0,negative,0.48885369300842285,negative
2l,Follow Freeman!,Barney,True,Hey dog! Not there! You cannot get through that way!,480,-1,0.30831839988071597,negative,0.8809237480163574,negative
2l,Follow Freeman!,Barney,True,"Well I will be dammed. I think he wants you to go through Gordon, you had better hurry.",481,3,0.3811474037525898,negative,0.8364464640617371,negative
2l,Follow Freeman!,Barney,True,"And if you see Dr. Breen, tell him I said f--- -ou!*",482,1,1.0,negative,0.53290194272995,negative
2n,Dark Energy,Dr. Mossman,True,"I will take him from here. Dont struggle, its no use. Until you are where he wants you there is nothing you can do. I am sorry Gordon.",483,3,0.3399928267332942,negative,0.5977106690406799,negative
2n,Dark Energy,Dr. Breen,True,"..ancient stars colonized by sentient fungi. Gas giants, inhabited by vast meteorological intelligences. Worlds stretched thin across the membranes where dimensions intersect...Impossible to describe with our limited vocabulary!",484,-1,0.22211205421468555,neutral,0.5289104580879211,neutral
2n,Dark Energy,Eli,True,"What I have seen is also beyond words Breen. Genocide, indescribable evil...Good god.",485,-1,0.11676615129332037,negative,0.9316456317901611,negative
2n,Dark Energy,Dr. Breen,True,Well if it isnt Gordon Freeman at last.,486,1,0.6117167239175841,negative,0.5957245230674744,negative
2n,Dark Energy,Dr. Breen,True,Oh what is this? Put it over there.,487,7,1.0,neutral,0.5310362577438354,neutral
2n,Dark Energy,Dr. Breen,True,"You have my gratitude Dr. Freeman, first you lead me to the doorstep of my oldest friend, then you deliver yourself. If I had known you were going to come straight up to my office I would not have bothered hunting you in the first place. Having both of you in my keeping ensures I can dictate the terms of any bargain I care to make with the Combine.",488,1,0.3545210957595758,positive,0.805435836315155,positive
2n,Dark Energy,Dr. Mossman,True,Dr. Breen..Wallace..,489,1,1.0,neutral,0.8689859509468079,neutral
2n,Dark Energy,Dr. Breen,True,Yes what is it Judith?,490,1,1.0,neutral,0.8189682364463806,neutral
2n,Dark Energy,Dr. Mossman,True,The bargain we should be making is for his life so he can continue his research!,491,1,0.0345211757067325,neutral,0.6578496098518372,neutral
2n,Dark Energy,Dr. Breen,True,Thanks to you we have everything we need in that regard. You are more than qualified to finish his research yourself. What neither you nor I can do is convince that rabble in the streets to give up their senseless struggle. Yet Eli refuses to speak the words that would save them all.,492,1,1.0,positive,0.5696649551391602,positive
2n,Dark Energy,Eli,True,Save them?! For what?!,493,-1,0.031525377138329876,negative,0.7733786702156067,negative
2n,Dark Energy,Dr. Breen,True,"Eli.. If you will not do this for the good of all people, maybe you will do it for one of them.",494,-1,0.13172738722826816,neutral,0.4726145267486572,neutral
2n,Dark Energy,Eli,True,Alyx..Honey..,495,4,0.47415860525962494,neutral,0.736144483089447,neutral
2n,Dark Energy,Alyx,True,Dad! Huh.. Gordon? No..,496,3,0.6103438937119025,neutral,0.6119140386581421,neutral
2n,Dark Energy,Eli,True,God damn you Breen! You let her go!,497,1,0.045270987356028775,negative,0.9472070932388306,negative
2n,Dark Energy,Dr. Breen,True,That is all up to you my old friend. Will you let your stubborn short sightedness doom the entire species? Or will you give your child the chance her mother never had?,498,-1,0.08273721927423733,negative,0.9151471853256226,negative
2n,Dark Energy,Alyx,True,How dare you even mention her!,499,3,0.1449918345852974,negative,0.9098394513130188,negative
2n,Dark Energy,Dr. Breen,True,Alyx my dear you have your mothers eyes. But your fathers stubbornness.,500,-1,0.19165624053034847,neutral,0.48686715960502625,neutral
2n,Dark Energy,Alyx,True,You have not seen a bit of it yet.,501,6,0.32745601519070894,neutral,0.7008523941040039,neutral
2n,Dark Energy,Dr. Breen,True,"Really? Well lets see how it serves you, on the far side of a combine portal.",502,2,1.0,negative,0.642581582069397,negative
2n,Dark Energy,Eli,True,"Go ahead Breen! If that is the worst you can do, send us through your portal.",503,1,0.07144440185143403,negative,0.5090236663818359,negative
2n,Dark Energy,Dr. Breen,True,Oh it is hardly the worst. But you might find that hard to believe once you get there.,504,0,0.35757118455736897,negative,0.5488812923431396,negative
2n,Dark Energy,Dr. Mossman,True,It isnt necessary!,505,0,0.3492681653425956,neutral,0.5538369417190552,neutral
2n,Dark Energy,Dr. Breen,True,I agree it is a total waste. Fortunately the resistance has shown it is willing to accept a new leader. And this one has proven to be a fine pawn for those who control him.,506,2,1.0,negative,0.6668078899383545,negative
2n,Dark Energy,Eli,True,No!,507,0,1.0,neutral,0.4806743264198303,neutral
2n,Dark Energy,Alyx,True,Dont listen to him Gordon!,508,3,1.0,negative,0.8476679921150208,negative
2n,Dark Energy,Dr. Breen,True,How about it Dr. Freeman? Did you realize your contract was open to the highest bidder?,509,1,0.6170702063275707,neutral,0.8108814358711243,neutral
2n,Dark Energy,Alyx,True,Gordon would never make any kind of deal with you!,510,3,1.0,negative,0.8224644064903259,negative
2n,Dark Energy,Dr. Breen,True,I understand if you dont wish to discuss this in front of your friends. I will send them on their way and then we can talk openly.,511,-1,0.139243651993794,neutral,0.7023317813873291,neutral
2n,Dark Energy,Eli,True,Dont struggle honey.,512,0,0.455896578321506,neutral,0.4890301525592804,neutral
2n,Dark Energy,Alyx,True,Dad.. Im so sorry.,513,0,1.0,negative,0.8885142803192139,negative
2n,Dark Energy,Eli,True,Alyx..sweetheart.,514,4,0.257164417444665,positive,0.9543619751930237,positive
2n,Dark Energy,Dr. Breen,True,"Judith, what do you think you are doing?",515,1,0.5428671913002026,neutral,0.8048146367073059,neutral
2n,Dark Energy,Dr. Mossman,True,We are doing what I could never do alone. We are stopping you.,516,0,0.7426197635179395,neutral,0.5562373995780945,neutral
2n,Dark Energy,Alyx,True,Yes!,517,0,1.0,positive,0.7045764923095703,positive
2n,Dark Energy,Dr. Breen,True,Guards! Get in here!,518,0,0.27922513374071956,neutral,0.5994037985801697,neutral
2n,Dark Energy,Dr. Breen,True,"They know you betrayed them, they will turn on you, Judith.. Dr. Mossman please!",519,1,0.29369334216772913,negative,0.8541058301925659,negative
2n,Dark Energy,Dr. Mossman,True,"I am sorry Wallace, you are all out of time.",520,3,0.35122737698152046,negative,0.9112686514854431,negative
2n,Dark Energy,Dr. Mossman,True,Dont!,521,0,0.22334639261266667,neutral,0.5891574025154114,neutral
2n,Dark Energy,Alyx,True,Hurry! Dad hang on!,522,0,0.6845704933759607,positive,0.6679207682609558,positive
2n,Dark Energy,Dr. Breen,True,You fool!,523,0,0.29354510592706295,negative,0.7290684580802917,negative
2n,Dark Energy,Alyx,True,Watch out he is gonna..,524,0,1.0,neutral,0.8093481659889221,neutral
2n,Dark Energy,Dr. Breen,True,No!,525,0,1.0,neutral,0.4806743264198303,neutral
2n,Dark Energy,Alyx,True,Dad!,526,0,1.0,positive,0.8921413421630859,positive
2n,Dark Energy,Eli,True,Oh no no no. Dont worry about me honey.,527,0,0.40855356340208543,negative,0.845503568649292,negative
2n,Dark Energy,Dr. Mossman,True,"There is no time Alyx, he is on his way to the portal. You will need this.",528,4,1.0,neutral,0.5807424187660217,neutral
2n,Dark Energy,Alyx,True,Dr. Mossman..Judith.. Look after my father.,529,1,0.30338626736589847,neutral,0.7442147731781006,neutral
2n,Dark Energy,Dr. Mossman,True,Dont you worry.,530,0,0.3596706635232157,neutral,0.6365271210670471,neutral
2n,Dark Energy,Alyx,True,Dad I am not saying goodbye.,531,0,0.6479561302563495,neutral,0.6414470076560974,neutral
2n,Dark Energy,Eli,True,Never.,532,-1,0.04991971005387141,neutral,0.4803040325641632,neutral
2n,Dark Energy,Alyx,True,"Come on Gordon, lets go.",533,3,0.3657449386104935,neutral,0.5612375736236572,neutral
2n,Dark Energy,Alyx,True,"Gordon.. We have not known each other very long, but I know you did not have to do this. I had to rescue my father, but you.. well.. thanks for coming after me.",534,3,1.0,neutral,0.5595464706420898,neutral
2n,Dark Energy,Alyx,True,Hey listen!,535,-1,0.19533809205068947,positive,0.5173373222351074,positive
2n,Dark Energy,Dr. Breen,True,"It is me you should be concerned about, I can still deliver earth but not without your help.",536,2,0.29319345627838583,neutral,0.595251739025116,neutral
2n,Dark Energy,Alyx,True,That is him!,537,0,0.7875309967984746,positive,0.6175968647003174,positive
2n,Dark Energy,Dr. Breen,True,"The portal destination is untenable surely you can set the relay destination elsewhere. There is no way I can survive in that environment. A host body? You must be joking, there is no way I can possibly..",538,2,0.29256810043323883,negative,0.8882622122764587,negative
2n,Dark Energy,Alyx,True,There he is!,539,0,1.0,positive,0.8227157592773438,positive
2n,Dark Energy,Dr. Breen,True,Oh alright dammit if that is what it takes. Just hurry! He is right behind me!,540,0,0.4253744998761608,neutral,0.36019980907440186,neutral
2n,Dark Energy,Dr. Breen,True,Oh shit!,541,0,1.0,positive,0.35831519961357117,positive
2n,Dark Energy,Alyx,True,Dammit! Not again! Huh! The gravity gun! He does not have a clue does he? I wonder where he is going.,542,4,0.17971985262933343,negative,0.920181393623352,negative
2n,Dark Energy,Alyx,True,Oh my god! This is the dark fusion reactor. It powers their tunneling entanglement device. We will never have a chance like this again. We have to stop him!,543,2,1.0,negative,0.8915116190910339,negative
2n,Dark Energy,Alyx,True,"I cannot shut it down, looks like he has turned control over to the other side. You will have to go into the core and do what you can. Get into the elevator and I will let you in. Do not forget to charge up your suit.",544,2,0.38148827027065196,neutral,0.7354089617729187,neutral
2n,Dark Energy,Alyx,True,Its Dr. Breen! There he is!,545,1,0.5024633910413997,positive,0.6559647917747498,positive
2n,Dark Energy,Dr. Breen,True,"Dr. Freeman, you really should not be out there. At the moment of synapse as I teleport this chamber will be bathed in deadly particles that have yet to be named by human science. Perhaps when I have the leisure to do the work myself, I will name one after you. That way you will not be completely forgotten. When the singularity collapses, I will be far away from here, in another universe in fact. You on the other hand will be destroyed in every way possible, and even some essentially impossible.",546,2,0.6169851816064961,negative,0.8119685649871826,negative
2n,Dark Energy,Alyx,True,"What the hell? Oh no, combine soldiers, where did they come from?",547,2,1.0,negative,0.9218660593032837,negative
2n,Dark Energy,Dr. Breen,True,"I do not know what you can possibly hope to achieve, apart from your own annihilation.",548,2,0.315167579106999,negative,0.9306649565696716,negative
2n,Dark Energy,Alyx,True,Do not listen to him Gordon!,549,3,0.4739680942411499,negative,0.8310840129852295,negative
2n,Dark Energy,Dr. Breen,True,I warned you this was futile.,550,0,1.0,negative,0.7645629644393921,negative
2n,Dark Energy,Alyx,True,He is bluffing Gordon. Do not listen to him!,551,3,1.0,negative,0.7274323105812073,negative
2n,Dark Energy,Alyx,True,"Great! Oh no, Breen has started his ascent! Hurry Gordon before he escapes!",552,1,0.025133898596875263,positive,0.6271290183067322,positive
2n,Dark Energy,Dr. Breen,True,I could have told you that was pointless Dr. Freeman.,553,1,0.6139676708781837,negative,0.8653588891029358,negative
2n,Dark Energy,Alyx,True,Go Gordon!,554,3,1.0,positive,0.8633858561515808,positive
2n,Dark Energy,Dr. Breen,True,Are you still with us Dr. Freeman? Not for much longer I think.,555,1,0.49333176647163957,neutral,0.9260891079902649,neutral
2n,Dark Energy,Alyx,True,"Oh my god, the portal is opening!",556,2,1.0,positive,0.8589202761650085,positive
2n,Dark Energy,Dr. Breen,True,I hope you have said your farewells.,557,0,0.2979321078137038,neutral,0.7523230314254761,neutral
2n,Dark Energy,Dr. Breen,True,"Go back Freeman, you have no idea what you are doing!",558,1,0.564772019824478,negative,0.8806765675544739,negative
2n,Dark Energy,Dr. Breen,True,"You do not know what you will unleash, you could bring down this whole citadel. Think, man, think of the people below!",559,2,1.0,negative,0.9232704043388367,negative
2n,Dark Energy,Dr. Breen,True,NO! You need me!,560,0,0.298109770670154,neutral,0.5280365347862244,neutral
2n,Dark Energy,Alyx,True,Yes!,561,0,1.0,positive,0.7045764923095703,positive
2n,Dark Energy,Alyx,True,"Yeah! You did it! Come on Gordon we have got to get out of here, maybe we still have...",562,3,0.5133705339241867,positive,0.7604190111160278,positive
2n,Dark Energy,G-Man,True,"Time? Dr. Freeman? Is it really that time again? It seems as if you only just arrived. You have done a great deal in a small timespan. You have done so well that I have received some interesting offers for your services. Ordinarily I would not contemplate them, but these are extraordinary times. Rather than offer you the illusion of free choice, I will take the liberty of choosing for you. If and when the time comes again.",563,1,0.39423389818930493,positive,0.9573733806610107,positive
2n,Dark Energy,G-Man,True,"I do apologize for what must seem to you an arbitrary imposition, Dr. Freeman, I trust it will all make sense in the course of.. well.. I am really not at liberty to say.",564,1,0.3461445506157832,neutral,0.5382880568504333,neutral
2n,Dark Energy,G-Man,True,"In the meantime, this is where I get off.",565,-1,0.28844510820125463,neutral,0.8595110774040222,neutral
